source,evidence_item,status,evidence_class,source_file,value,claim_boundary,raw_excerpt
integrated_v14_with_slice10d,Direct household trade-down is proven,NOT_PROVEN,,,,No current direct quantity/composition/brand/SKU/substitution evidence introduced.,Direct household trade-down is proven | NOT_PROVEN | No current direct quantity/composition/brand/SKU/substitution evidence introduced. | integrated_v12_with_slice8c | Direct household trade-down is proven | NOT_PROVEN | No current direct quantity/composition/brand/SKU/substitution evidence introduced. | slice8c_claim_boundary | Direct household trade-down is proven | NOT_PROVEN | No current direct quantity/composition/brand/SKU/substitution evidence introduced. | Direct household trade-down is proven | NOT_PROVEN | No current direct quantity/composition/brand/SKU/substitution evidence introduced.
integrated_v14_with_slice10d,Comfort,REJECTED_BOUNDARY,,,,Current official labor context without current informal/household income metric does not prove comfort.,Comfort | REJECTED_BOUNDARY | Current official labor context without current informal/household income metric does not prove comfort. | integrated_v12_with_slice8c | Comfort | REJECTED_BOUNDARY | Current official labor context without current informal/household income metric does not prove comfort. | slice8c_claim_boundary | Comfort | REJECTED_BOUNDARY | Current official labor context without current informal/household income metric does not prove comfort. | Comfort | REJECTED_BOUNDARY | Current official labor context without current informal/household income metric does not prove comfort.
integrated_v14_with_slice10d,Collapse,REJECTED_BOUNDARY,,,,"Evidence remains selective squeeze, not collapse.","Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | integrated_v12_with_slice8c | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | slice8c_claim_boundary | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse."
integrated_v14_with_slice10d,formal TSS wage-food offset,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_worker_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv,carried_from_slice6a,Does not generalize to informal workers or all households.,formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | integrated_v12_with_slice8c | formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | integrated_v12 | formal TSS wage-food of
integrated_v14_with_slice10d,poverty/distributional/baseline informality context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv,carried_from_slice6b,Context only; no household-wide or informal offset calculation.,poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset calculation. | integrated_v12_with_slice8c | poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset calculation. | integr
integrated_v14_with_slice10d,local source pool current income bridge,NO_LOCKABLE_METRIC_FOUND,blocked_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv,carried_from_slice7e,Does not prove global source absence; blocks local-pool offset calculation.,local source pool current income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice7e | Does not prove global source absence; blocks local-pool offset calculation. | integrated_v12_with_slice8c | local source pool current income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v11_with_slice7e_decision.csv | carried_from_slice7e | Does not prove global source absence; blocks local-pool offset calculation. | integrated_v12 | l
integrated_v14_with_slice10d,confirmed official 2026 BCRD labor page,SUPPORTED,official_current_labor_context,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv,confirmed_2026_labor_page=yes,Current labor context only; not a current informal/household income metric.,confirmed official 2026 BCRD labor page | SUPPORTED | official_current_labor_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | confirmed_2026_labor_page=yes | Current labor context only; not a current informal/household income metric. | integrated_v12_with_slice8c | confirmed official 2026 BCRD labor page | SUPPORTED | official_current_labor_context | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | confirmed_2026_labor_page=yes | Current labor context only; not a current informal/household income 
integrated_v14_with_slice10d,external official current informal-worker income metric,NOT_LOCKED,missing_current_informal_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv,NOT_LOCKED,No informal offset calculation allowed.,external official current informal-worker income metric | NOT_LOCKED | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | NOT_LOCKED | No informal offset calculation allowed. | integrated_v12_with_slice8c | external official current informal-worker income metric | NOT_LOCKED | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | NOT_LOCKED | No informal offset calculation allowed. | integrated_v12 | external official current informa
integrated_v14_with_slice10d,external official current household-wide income metric,NOT_LOCKED,missing_current_household_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv,NOT_LOCKED,No household-wide offset calculation allowed.,external official current household-wide income metric | NOT_LOCKED | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | NOT_LOCKED | No household-wide offset calculation allowed. | integrated_v12_with_slice8c | external official current household-wide income metric | NOT_LOCKED | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | NOT_LOCKED | No household-wide offset calculation allowed. | integrated_v12 | external official cur
integrated_v14_with_slice10d,direct trade-down behavior,NOT_PROVEN,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv,no_current_direct_quantity_composition_brand_sku_substitution_evidence,Do not claim trade-down happened or did not happen.,direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened or did not happen. | integrated_v12_with_slice8c | direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice8c_external_official_income_acquisition_synthesis/outputs/slice8c_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened
integrated_v14_with_slice10d,9A dynamic ENCFT income-table discovery,PROVISIONAL_SIGNAL_DOWNGRADED,dynamic_discovery_noise,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_decision.csv,9A_lane=SUPPORTED_FOR_TARGET_REVIEW; target_review_resources=12; target_windows=31,9A discovery was not sufficient for parser work.,9A dynamic ENCFT income-table discovery | PROVISIONAL_SIGNAL_DOWNGRADED | dynamic_discovery_noise | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_decision.csv | 9A_lane=SUPPORTED_FOR_TARGET_REVIEW; target_review_resources=12; target_windows=31 | 9A discovery was not sufficient for parser work. | slice9e_dynamic_api_branch | 9A dynamic ENCFT income-table discovery | PROVISIONAL_SIGNAL_DOWNGRADED | dynamic_discovery_noise | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9a_bcrd_encft_dynamic_table_discovery/outputs/slice9a_decision.csv | 9A_lane=SUPPORTED_FOR_TARGET_REVIEW; target_review_resources=12; target_w
integrated_v14_with_slice10d,9B strict dynamic target review,NO_STRICT_TARGET_LOCKED,strict_target_filter,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_decision.csv,strict_selected=3; strict_endpoint_targets=0; lane=NOT_LOCKED,Only context survived; no strict dynamic income-table target.,9B strict dynamic target review | NO_STRICT_TARGET_LOCKED | strict_target_filter | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_decision.csv | strict_selected=3; strict_endpoint_targets=0; lane=NOT_LOCKED | Only context survived; no strict dynamic income-table target. | slice9e_dynamic_api_branch | 9B strict dynamic target review | NO_STRICT_TARGET_LOCKED | strict_target_filter | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9b_strict_bcrd_encft_dynamic_target_review/outputs/slice9b_decision.csv | strict_selected=3; strict_endpoint_targets=0; lane=NOT_LOCKED | Only context survived; no strict dynamic 
integrated_v14_with_slice10d,9C context endpoint contract probe,CONTRACT_REVIEW_SIGNAL_REQUIRING_AUDIT,contract_probe,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9c_bcrd_context_endpoint_contract_probe/outputs/slice9c_decision.csv,contract_review_rows=4; endpoint_review_candidates=0; status=SUPPORTED_FOR_CONTRACT_REVIEW,Contract-review signal was not parser-ready.,9C context endpoint contract probe | CONTRACT_REVIEW_SIGNAL_REQUIRING_AUDIT | contract_probe | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9c_bcrd_context_endpoint_contract_probe/outputs/slice9c_decision.csv | contract_review_rows=4; endpoint_review_candidates=0; status=SUPPORTED_FOR_CONTRACT_REVIEW | Contract-review signal was not parser-ready. | slice9e_dynamic_api_branch | 9C context endpoint contract probe | CONTRACT_REVIEW_SIGNAL_REQUIRING_AUDIT | contract_probe | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9c_bcrd_context_endpoint_contract_probe/outputs/slice9c_decision.csv | contract_review_rows=4; endpoint_review_candidates=0; status=SUPPORTED_FOR_
integrated_v14_with_slice10d,9D strict contract false-positive audit,NO_STRICT_CONTRACT_LOCKED,false_positive_audit,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv,strict_contract_targets=0; context_only_targets=23; generic_rejected=67,Generic Angular/app/auth/admin/API shell noise rejected.,9D strict contract false-positive audit | NO_STRICT_CONTRACT_LOCKED | false_positive_audit | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | strict_contract_targets=0; context_only_targets=23; generic_rejected=67 | Generic Angular/app/auth/admin/API shell noise rejected. | slice9e_dynamic_api_branch | 9D strict contract false-positive audit | NO_STRICT_CONTRACT_LOCKED | false_positive_audit | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | strict_contract_targets=0; context_only_targets=23; generic_rejected=67 | Ge
integrated_v14_with_slice10d,current informal-worker income metric,NOT_PROVEN,missing_current_informal_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv,no_metric_locked,No informal offset calculation allowed.,current informal-worker income metric | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | no_metric_locked | No informal offset calculation allowed. | slice9e_dynamic_api_branch | current informal-worker income metric | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | no_metric_locked | No informal offset calculation allowed. | current informal-worker income metric | NOT_PROVEN | missing_current_informal_income_
integrated_v14_with_slice10d,current household-wide income metric,NOT_PROVEN,missing_current_household_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv,no_metric_locked,No household-wide offset calculation allowed.,current household-wide income metric | NOT_PROVEN | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | no_metric_locked | No household-wide offset calculation allowed. | slice9e_dynamic_api_branch | current household-wide income metric | NOT_PROVEN | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9d_strict_bcrd_contract_false_positive_audit/outputs/slice9d_decision.csv | no_metric_locked | No household-wide offset calculation allowed. | current household-wide income metric | NOT_PROVEN | missing_current_house
integrated_v14_with_slice10d,Slice 9A dynamic/API lane can be treated as a locked income data lane,REJECTED,,,,"9A initially found SUPPORTED_FOR_TARGET_REVIEW, but 9B strict review downgraded the strict dynamic income-table lane to NOT_LOCKED.","Slice 9A dynamic/API lane can be treated as a locked income data lane | REJECTED | 9A initially found SUPPORTED_FOR_TARGET_REVIEW, but 9B strict review downgraded the strict dynamic income-table lane to NOT_LOCKED. | slice9e_claim_boundary | Slice 9A dynamic/API lane can be treated as a locked income data lane | REJECTED | 9A initially found SUPPORTED_FOR_TARGET_REVIEW, but 9B strict review downgraded the strict dynamic income-table lane to NOT_LOCKED. | Slice 9A dynamic/API lane can be treated as a locked income data lane | REJECTED | 9A initially found SUPPORTED_FOR_TARGET_REVIEW, but 9B strict review downgraded the strict dynamic income-table lane to NOT_LOCKED."
integrated_v14_with_slice10d,Slice 9C contract-review signal can be parsed as an ENCFT income data contract,REJECTED,,,,"9C reported SUPPORTED_FOR_CONTRACT_REVIEW, but 9D strict audit found encft_income_data_contract_status=NOT_LOCKED, strict_contract_targets=0.","Slice 9C contract-review signal can be parsed as an ENCFT income data contract | REJECTED | 9C reported SUPPORTED_FOR_CONTRACT_REVIEW, but 9D strict audit found encft_income_data_contract_status=NOT_LOCKED, strict_contract_targets=0. | slice9e_claim_boundary | Slice 9C contract-review signal can be parsed as an ENCFT income data contract | REJECTED | 9C reported SUPPORTED_FOR_CONTRACT_REVIEW, but 9D strict audit found encft_income_data_contract_status=NOT_LOCKED, strict_contract_targets=0. | Slice 9C contract-review signal can be parsed as an ENCFT income data contract | REJECTED | 9C reported SUPPORTED_FOR_CONTRACT_REVIEW, but 9D strict audit found encft_income_data_contract_status=NOT_LOCK"
integrated_v14_with_slice10d,Strict BCRD ENCFT income data/API contract is locked,NOT_LOCKED,,,,9D strict_contract_targets=0; context_only_targets=23; generic_app_or_auth_rejected=67.,Strict BCRD ENCFT income data/API contract is locked | NOT_LOCKED | 9D strict_contract_targets=0; context_only_targets=23; generic_app_or_auth_rejected=67. | slice9e_claim_boundary | Strict BCRD ENCFT income data/API contract is locked | NOT_LOCKED | 9D strict_contract_targets=0; context_only_targets=23; generic_app_or_auth_rejected=67. | Strict BCRD ENCFT income data/API contract is locked | NOT_LOCKED | 9D strict_contract_targets=0; context_only_targets=23; generic_app_or_auth_rejected=67.
integrated_v14_with_slice10d,A current 2026 informal-worker income metric is locked,NOT_PROVEN,,,,No strict ENCFT income data contract or metric parser target survived.,A current 2026 informal-worker income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived. | slice9e_claim_boundary | A current 2026 informal-worker income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived. | A current 2026 informal-worker income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived.
integrated_v14_with_slice10d,A current 2026 household-wide income metric is locked,NOT_PROVEN,,,,No strict ENCFT income data contract or metric parser target survived.,A current 2026 household-wide income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived. | slice9e_claim_boundary | A current 2026 household-wide income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived. | A current 2026 household-wide income metric is locked | NOT_PROVEN | No strict ENCFT income data contract or metric parser target survived.
integrated_v14_with_slice10d,Current informal-worker offset is proven,NOT_PROVEN,,,,"No income metric was extracted, aligned, or compared to food pressure.","Current informal-worker offset is proven | NOT_PROVEN | No income metric was extracted, aligned, or compared to food pressure. | slice9e_claim_boundary | Current informal-worker offset is proven | NOT_PROVEN | No income metric was extracted, aligned, or compared to food pressure. | Current informal-worker offset is proven | NOT_PROVEN | No income metric was extracted, aligned, or compared to food pressure."
integrated_v14_with_slice10d,Household-wide income offset is proven,NOT_PROVEN,,,,"No household-wide income metric was extracted, aligned, or compared to food pressure.","Household-wide income offset is proven | NOT_PROVEN | No household-wide income metric was extracted, aligned, or compared to food pressure. | slice9e_claim_boundary | Household-wide income offset is proven | NOT_PROVEN | No household-wide income metric was extracted, aligned, or compared to food pressure. | Household-wide income offset is proven | NOT_PROVEN | No household-wide income metric was extracted, aligned, or compared to food pressure."
integrated_v14_with_slice10d,Formal TSS offset generalizes to all households,REJECTED_BOUNDARY,,,,The dynamic/API branch failed to lock the household/informal income bridge.,Formal TSS offset generalizes to all households | REJECTED_BOUNDARY | The dynamic/API branch failed to lock the household/informal income bridge. | slice9e_claim_boundary | Formal TSS offset generalizes to all households | REJECTED_BOUNDARY | The dynamic/API branch failed to lock the household/informal income bridge. | Formal TSS offset generalizes to all households | REJECTED_BOUNDARY | The dynamic/API branch failed to lock the household/informal income bridge.
integrated_v14_with_slice10d,Dynamic/API branch proves no source exists globally,REJECTED_BOUNDARY,,,,This only covers the tested BCRD dynamic/API paths and strict false-positive audit.,Dynamic/API branch proves no source exists globally | REJECTED_BOUNDARY | This only covers the tested BCRD dynamic/API paths and strict false-positive audit. | slice9e_claim_boundary | Dynamic/API branch proves no source exists globally | REJECTED_BOUNDARY | This only covers the tested BCRD dynamic/API paths and strict false-positive audit. | Dynamic/API branch proves no source exists globally | REJECTED_BOUNDARY | This only covers the tested BCRD dynamic/API paths and strict false-positive audit.
integrated_v14_with_slice10d,Direct household trade-down is proven,NOT_PROVEN,,,,No direct quantity/composition/brand/SKU/substitution evidence is introduced.,Direct household trade-down is proven | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence is introduced. | slice9e_claim_boundary | Direct household trade-down is proven | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence is introduced. | Direct household trade-down is proven | NOT_PROVEN | No direct quantity/composition/brand/SKU/substitution evidence is introduced.
integrated_v14_with_slice10d,Comfort,REJECTED_BOUNDARY,,,,Failed dynamic/API bridge does not support comfort.,Comfort | REJECTED_BOUNDARY | Failed dynamic/API bridge does not support comfort. | slice9e_claim_boundary | Comfort | REJECTED_BOUNDARY | Failed dynamic/API bridge does not support comfort. | Comfort | REJECTED_BOUNDARY | Failed dynamic/API bridge does not support comfort.
integrated_v14_with_slice10d,Collapse,REJECTED_BOUNDARY,,,,"Evidence remains selective squeeze, not collapse.","Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | slice9e_claim_boundary | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse. | Collapse | REJECTED_BOUNDARY | Evidence remains selective squeeze, not collapse."
integrated_v14_with_slice10d,formal TSS wage-food offset,SUPPORTED_FORMAL_CHANNEL_ONLY,formal_worker_income_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv,carried_from_slice6a,Does not generalize to informal workers or all households.,formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | integrated_v13 | formal TSS wage-food offset | SUPPORTED_FORMAL_CHANNEL_ONLY | formal_worker_income_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice6a | Does not generalize to informal workers or all households. | Formal-channel result only.
integrated_v14_with_slice10d,poverty/distributional/baseline informality context,SUPPORTED_FOR_CONTEXT_ONLY,context_not_offset,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv,carried_from_slice6b,Context only; no household-wide or informal offset calculation.,poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset calculation. | integrated_v13 | poverty/distributional/baseline informality context | SUPPORTED_FOR_CONTEXT_ONLY | context_not_offset | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice6b | Context only; no household-wide or informal offset calculation. | Distributional cont
integrated_v14_with_slice10d,local source pool current income bridge,NO_LOCKABLE_METRIC_FOUND,blocked_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv,carried_from_slice7e,Does not prove global source absence; blocks local-pool offset calculation.,local source pool current income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice7e | Does not prove global source absence; blocks local-pool offset calculation. | integrated_v13 | local source pool current income bridge | NO_LOCKABLE_METRIC_FOUND | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice7e | Does not prove global source absence; blocks local-pool offset calculation. | Local-pool strict parser failed
integrated_v14_with_slice10d,external official acquisition bridge,NO_CURRENT_INFORMAL_OR_HOUSEHOLD_INCOME_METRIC_LOCKED,blocked_bridge,/home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv,carried_from_slice8c,Official 2026 labor context only; no current income bridge.,external official acquisition bridge | NO_CURRENT_INFORMAL_OR_HOUSEHOLD_INCOME_METRIC_LOCKED | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice8c | Official 2026 labor context only; no current income bridge. | integrated_v13 | external official acquisition bridge | NO_CURRENT_INFORMAL_OR_HOUSEHOLD_INCOME_METRIC_LOCKED | blocked_bridge | /home/yenksid/Downloads/dr_economic_research_sources/raw/integrated_interim_synthesis/integrated_synthesis_v12_with_slice8c_decision.csv | carried_from_slice8c | Official 2026 labor context only; no current income bridge. | External of
integrated_v14_with_slice10d,BCRD ENCFT dynamic/API branch,NO_STRICT_INCOME_DATA_CONTRACT_LOCKED,blocked_dynamic_api_branch,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv,strict_contract_targets=0; generic_rejected=67,No metric parser or offset calculation allowed from this branch.,BCRD ENCFT dynamic/API branch | NO_STRICT_INCOME_DATA_CONTRACT_LOCKED | blocked_dynamic_api_branch | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | strict_contract_targets=0; generic_rejected=67 | No metric parser or offset calculation allowed from this branch. | integrated_v13 | BCRD ENCFT dynamic/API branch | NO_STRICT_INCOME_DATA_CONTRACT_LOCKED | blocked_dynamic_api_branch | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | strict_contract_targets=0; generic_rejected=67 | No metric parser or offset calculation allow
integrated_v14_with_slice10d,current informal-worker income metric,NOT_PROVEN,missing_current_informal_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv,no_metric_locked,No informal offset calculation allowed.,current informal-worker income metric | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_metric_locked | No informal offset calculation allowed. | integrated_v13 | current informal-worker income metric | NOT_PROVEN | missing_current_informal_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_metric_locked | No informal offset calculation allowed. | No strict source branch locked a current informal-worker income metric.
integrated_v14_with_slice10d,current household-wide income metric,NOT_PROVEN,missing_current_household_income_metric,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv,no_metric_locked,No household-wide offset calculation allowed.,current household-wide income metric | NOT_PROVEN | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_metric_locked | No household-wide offset calculation allowed. | integrated_v13 | current household-wide income metric | NOT_PROVEN | missing_current_household_income_metric | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_metric_locked | No household-wide offset calculation allowed. | No strict source branch locked a current household-wide income metric.
integrated_v14_with_slice10d,direct trade-down behavior,NOT_PROVEN,missing_direct_behavior_measure,/home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv,no_current_direct_quantity_composition_brand_sku_substitution_evidence,Do not claim trade-down happened or did not happen.,direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened or did not happen. | integrated_v13 | direct trade-down behavior | NOT_PROVEN | missing_direct_behavior_measure | /home/yenksid/Downloads/dr_economic_research_sources/raw/slice9e_bcrd_encft_dynamic_api_branch_synthesis/outputs/slice9e_decision.csv | no_current_direct_quantity_composition_brand_sku_substitution_evidence | Do not claim trade-down happened or did not happen. | Trade
